3274,CARAMUT,-37.912068,142.523202
3275,MAILORS FLAT,-38.301794,142.457611
3276,WOOLSTHORPE,-38.16607,142.39753
3277,NARINGAL EAST,-38.408509,142.798682
3278,PURNIM WEST,-38.300776,142.559686
3279,WANGOOM,-38.329882,142.578578
3280,WARRNAMBOOL WEST,-38.37766,142.457911
3281,WOODFORD,-38.313439,142.463881
3282,KOROIT,-38.292155,142.367405
3283,YARPTURK,-38.283548,142.432861
3284,PORT FAIRY,-38.385516,142.236711
3285,YAMBUK,-38.315793,142.065127
3286,WARRABKOOK,-37.979189,142.044275
3287,MINHAMITE,-37.991565,142.327342
3289,TABOR,-37.804364,142.182405
3292,NELSON,-38.04659,141.006938
3293,NARRAPUMELAP SOUTH,-37.75697,142.641677
3294,WOODHOUSE,-37.801065,142.45467
3300,HAMILTON,-37.743025,142.020065
3301,YULECART,-37.748521,141.936368
3302,GRASSDALE,-37.792645,141.646446
3303,WALLACEDALE,-37.933651,141.810169
3304,WINNAP,-37.944963,141.31758
3305,PORTLAND WEST,-38.342188,141.569468
3309,DIGBY,-37.794364,141.500674
3310,TAHARA WEST,-37.727284,141.639652
3311,CORNDALE,-37.531494,141.289748
3312,WARROCK,-37.430567,141.290496
3314,WOOHLPOOER,-37.371558,142.160996
3315,WOOTONG VALE,-37.531576,141.715919
3317,HARROW,-37.119835,141.600473
3318,ULLSWATER,-36.928902,141.395927
3319,BRINGALBERT,-36.843902,141.155059
3321,WINGEEL,-38.06397,143.857655
3322,CRESSY,-38.028752,143.643643
3323,FOXHOW,-38.048885,143.461877
3324,MOUNT BUTE,-37.879341,143.451114
3325,VITE VITE NORTH,-37.792923,143.208666
3328,TEESDALE,-38.039758,144.048285
3329,SHELFORD,-38.013703,143.976087
3330,ROKEWOOD,-37.844281,143.677351
3331,SUTHERLANDS CREEK,-38.003845,144.217941
3332,LETHBRIDGE,-37.962809,144.139178
3333,MEREDITH,-37.845715,144.076801
3334,MOUNT DORAN,-37.72122,144.050734
3335,ROCKBANK,-37.729119,144.650778
3337,TOOLERN VALE,-37.605843,144.589792
3338,MELTON SOUTH,-37.704323,144.574818
3340,ROWSLEY,-37.723941,144.375232
3341,PENTLAND HILLS,-37.643624,144.365696
3342,MOUNT WALLACE,-37.734514,144.217919
3345,GORDON,-37.594546,144.099862
3350,SOVEREIGN HILL,-37.579026,143.864748
3351,WESTMERE,-37.692668,142.999465
3352,YENDON,-37.633954,143.969478
3353,BALLARAT,-37.7778,144.835743
3354,BAKERY HILL,-37.560917,143.867158
3355,WENDOUREE VILLAGE,-37.532908,143.824328
3356,SEBASTOPOL,-37.597592,143.841026
3357,BUNINYONG,-37.648547,143.918563
3360,WILLOWVALE,-37.805729,143.45921
3361,SKIPTON,-37.685939,143.365063
3363,TOURELLO,-37.356793,143.808277
3364,WERONA,-37.243658,144.024726
3370,ULLINA,-37.284441,143.890428
3371,TALBOT,-37.171463,143.698142
3373,WATERLOO,-37.372434,143.414495
3375,MIDDLE CREEK,-37.398313,143.23096
3377,WARRAK,-37.265182,143.115878
3378,YALLA-Y-POORA,-37.527438,143.13232
3379,WILLAURA NORTH,-37.388237,142.742735
3380,WINJALLOK,-36.822297,143.197839
3381,WALLALOO EAST,-36.781477,142.930714
3384,WATTLE CREEK,-36.980263,143.111695
3385,RIACHELLA,-36.82488,142.687805
3387,MARNOO,-36.671662,142.869768
3388,RUPANYUP,-36.630462,142.63136
3390,MURTOA,-36.620248,142.470529
3391,BRIM,-36.069357,142.519496
3392,SHEEP HILLS,-36.349474,142.529677
3393,WILLENABRINA,-36.040823,142.218395
3395,KENMARE,-35.930786,142.238991
3396,YARTO,-35.517724,142.358521
3400,HORSHAM WEST,-36.722304,142.17788
3401,ZUMSTEINS,-37.092355,142.431933
3402,HORSHAM,-37.164183,142.666302
3407,VASEY,-37.370978,141.872121
3409,WOMBELANO,-37.079728,141.747046
3412,GOROKE,-36.747329,141.472623
3413,PERONNE,-36.724135,141.377862
3414,TARRANYURK,-36.211453,142.034536
3415,MIRAM,-36.378089,141.357823
3418,YANAC,-36.147883,141.435374
3419,KANIVA,-36.377563,141.244901
3420,TELOPEA DOWNS,-36.13056,141.143503
3423,JEPARIT,-36.14057,141.987191
3424,YAAPEET,-35.766065,142.060249
3427,DIGGERS REST,-37.627752,144.719981
3428,BULLA,-37.637155,144.804139
3429,WILDWOOD,-37.575434,144.795859
3430,CLARKEFIELD,-37.483711,144.745723
3431,RIDDELLS CREEK,-37.463999,144.665048
3432,BOLINDA,-37.433632,144.77977
3434,SPRINGFIELD,-37.358834,144.821043
3435,NULLA VALE,-37.172089,144.750918
3437,GISBORNE SOUTH,-37.53865,144.597248
3438,NEW GISBORNE,-37.459119,144.599206
3440,MACEDON,-37.399584,144.588405
3441,MOUNT MACEDON,-37.396044,144.590721
3442,WOODEND NORTH,-37.323937,144.541667
3444,TYLDEN SOUTH,-37.353578,144.373464
3446,MALMSBURY,-37.18842,144.382533
3447,TARADALE,-37.133438,144.356519
3448,SUTTON GRANGE,-36.990506,144.358577
3450,MOONLIGHT FLAT,-37.060183,144.244448
3451,YAPEEN,-37.122722,144.16841
3453,RAVENSWOOD SOUTH,-36.934927,144.227601
3458,TRENTHAM EAST,-37.396258,144.381486
3460,DAYLESFORD,-37.343587,144.142321
3461,YANDOIT HILLS,-37.213136,144.048852
3462,WELSHMANS REEF,-37.071551,144.045866
3463,WOODSTOCK WEST,-36.841499,143.985758
3464,CARISBROOK,-37.007853,143.796275
3465,WAREEK,-36.990541,143.608305
3467,MOYREISK,-36.909968,143.37707
3468,MOUNT LONARCH,-37.258868,143.397305
3469,NOWHERE CREEK,-37.128713,143.300831
3472,MOUNT HOOGHLY,-36.917005,143.696699
3475,LOGAN,-36.622015,143.490756
3478,YAWONG HILLS,-36.470002,143.381591
3480,SWANWATER WEST,-36.512366,143.026085
3482,WATCHEM WEST,-36.187579,142.759352
3483,WHIRILY,-35.922694,142.986589
3485,WOOMELANG,-35.680879,142.666099
3487,LASCELLES,-35.606765,142.578891
3488,TURRIFF EAST,-35.445806,142.588306
3489,TEMPY,-35.344581,142.476178
3490,TUTYE,-35.214904,141.498506
3491,PATCHEWOLLOCK,-35.382896,142.1895
3494,NANGILOC,-34.474154,142.359892
3496,WERRIMULL,-34.38721,141.597044
3498,IRYMPLE,-34.234604,142.181724
3500,MILDURA WEST,-34.203319,142.17039
3501,NICHOLS POINT,-34.214151,142.186812
3502,MILDURA,-37.972887,145.25835
3505,YELTA,-34.149578,141.978682
3506,COWANGIE,-35.27579,141.399006
3507,WALPEUP,-35.191803,142.02364
3509,UNDERBOOL,-35.169799,141.808981
3512,MURRAYVILLE,-35.262387,141.183321
3515,WILSONS HILL,-36.724153,144.100779
3516,YARRABERB,-36.603624,144.062812
3517,SERPENTINE,-36.412547,143.974416
3518,WOOSANG,-36.345755,143.470856
3520,KORONG VALE,-36.356586,143.705869
3521,PYALONG,-37.120609,144.882105
3522,TOOBORAC,-37.046912,144.798912
3523,REDCASTLE,-36.795314,144.802939
3525,YEUNGROON EAST,-36.356027,143.438925
3527,WYCHEPROOF SOUTH,-36.135691,143.18554
3529,NULLAWIL,-35.854123,143.178092
3530,WARNE,-35.780915,143.120509
3531,SPRINGFIELD,-35.583752,143.109086
3533,TYRRELL DOWNS,-35.358339,142.972786
3537,YANDO,-36.068607,143.807342
3540,QUAMBATOOK,-35.849005,143.520646
3542,TITYBONG,-35.699829,143.38222
3544,WAITCHIE,-35.365614,143.103594
3546,WINNAMBOOL,-34.977791,142.767585
3549,WEMEN,-34.804308,142.672627
3550,WHITE HILLS,-36.73025,144.307497
3551,WOODSTOCK ON LODDON,-36.745508,144.001318
3552,BENDIGO,-37.825288,145.011924
3555,SPECIMEN HILL,-36.765314,144.248517
3556,WOODVALE,-36.642442,144.257034
3557,MUSKERRY EAST,-36.675599,144.618476
3558,HUNTER,-36.442531,144.504955
3559,RUNNYMEDE,-36.534062,144.624333
3561,TIMMERING,-36.357583,144.857866
3562,TORRUMBARRY,-35.975398,144.459855
3563,LOCKINGTON,-36.271227,144.481629
3564,WHARPARILLA,-36.108652,144.629715
3565,KOTTA,-36.192354,144.526275
3566,GUNBOWER,-35.957441,144.366659
3567,LEITCHVILLE,-35.904018,144.301443
3568,WEE WEE RUP,-35.857221,144.282705
3570,SUMMERFIELD,-38.24686,145.066308
3571,TANDARRA,-36.428983,144.230263
3572,TENNYSON,-36.299054,144.43186
3573,TERRICK TERRICK EAST,-36.129338,144.382976
3575,YARRAWALLA,-36.152718,144.101756
3576,DURHAM OX,-36.198759,143.956055
3579,WESTBY,-35.664491,143.959219
3580,KOONDROOK,-35.64272,144.108584
3581,LAKE CHARM,-35.620733,143.804041
3583,TRESCO,-35.506577,143.638434
3584,TRESCO WEST,-35.506577,143.638434
3585,WINLATON,-35.482338,143.747049
3586,TYNTYNDER SOUTH,-35.264254,143.519178
3588,WOORINEN SOUTH,-35.270527,143.454012
3589,WOORINEN NORTH,-35.236272,143.428828
3590,BEVERFORD,-35.235882,143.480953
3591,VINIFERA,-35.217734,143.405908
3594,NYAH,-35.152584,143.362249
3595,NYAH WEST,-35.187893,143.348862
3596,WOOD WOOD,-35.10186,143.344549
3597,PIANGIL,-35.053788,143.31327
3599,BOUNDARY BEND,-34.742098,143.144838
3607,TABILK,-36.846437,145.199887
3608,WIRRATE,-36.767851,144.988693
3610,MURCHISON NORTH,-36.560339,145.275539
3612,WHROO,-36.644141,145.022235
3614,TOOLAMBA WEST,-36.484229,145.259357
3616,TATURA EAST,-36.440102,145.295242
3617,BYRNESIDE,-36.416975,145.149914
3618,MERRIGUM,-36.372412,145.170237
3619,KYABRAM,-37.659566,144.936295
3620,WYUNA EAST,-36.225349,145.103623
3621,YAMBUNA,-36.136283,144.990759
3622,STRATHALLAN,-36.25622,144.71465
3623,STANHOPE SOUTH,-36.491709,145.041038
3624,GIRGARRE,-36.443573,145.068304
3629,UNDERA,-36.278158,145.222772
3630,SHEPPARTON SOUTH,-36.402124,145.401233
3631,SHEPPARTON NORTH,-36.336826,145.40224
3632,SHEPPARTON,-36.544462,145.603242
3633,CONGUPNA,-36.299252,145.481126
3634,ZEERUST,-36.276365,145.368701
3635,WUNGHNU,-36.155131,145.431715
3636,NUMURKAH,-36.092337,145.431743
3637,YALCA,-35.914425,145.290867
3638,YIELIMA,-35.928348,145.231915
3639,PICOLA WEST,-35.963805,145.048359
3640,KATUNGA,-35.973776,145.460399
3641,ULUPNA,-35.833494,145.451827
3643,COBRAM,-35.955363,145.631874
3644,YARROWEYAH,-35.925467,145.577568
3646,YOUANMITE,-36.156772,145.671252
3647,DOOKIE COLLEGE,-36.395102,145.703035
3649,KATAMATITE EAST,-36.026336,145.760116
3658,WATERFORD PARK,-37.301237,145.066581
3659,TALLAROOK,-37.093612,145.10303
3660,WHITEHEADS CREEK,-37.02589,145.266554
3661,SEYMOUR,-38.195993,146.535346
3663,MANGALORE,-36.941616,145.161897
3664,AVENEL,-36.892793,145.23059
3665,PRANJIP,-36.737023,145.374992
3666,TARCOMBE,-36.976981,145.369449
3669,VIOLET TOWN,-36.638934,145.722978
3670,WARRENBAYNE,-36.688365,145.890379
3671,BENALLA,-36.385144,145.420691
3672,BENALLA WEST,-36.560198,145.969678
3673,WINTON NORTH,-36.473862,146.135478
3675,TAMINICK,-36.405291,146.163159
3676,WANGARATTA,-36.341245,146.338612
3677,YARRUNGA,-36.372152,146.317325
3678,WHITLANDS,-36.772644,146.359642
3682,SPRINGHURST,-36.184998,146.469199
3683,CORNISHTOWN,-36.102317,146.540316
3685,RUTHERGLEN,-36.053735,146.459262
3687,WAHGUNYAH,-36.011553,146.40193
3688,INDIGO VALLEY,-36.180108,146.718878
3689,WODONGA,-37.67576,144.989793
3690,WODONGA PLAZA,-36.122279,146.886847
3691,UPPER GUNDOWRING,-36.488999,147.068363
3694,BANDIANA MILPO,-36.146982,146.90818
3695,SANDY CREEK,-36.32541,147.10458
3697,TAWONGA,-36.66901,147.205089
3699,MOUNT BEAUTY,-36.744505,147.171354
3700,TALLANGATTA EAST,-36.213658,147.258712
3701,TALLANGATTA VALLEY,-36.268352,147.304527
3704,KOETONG,-36.104644,147.538225
3705,CUDGEWA,-36.190684,147.771573
3707,TOWONG UPPER,-36.199415,148.020548
3708,TINTALDRA,-36.048986,147.930952
3709,WALWA,-35.963832,147.737074
3711,BUXTON,-37.420458,145.712999
3712,THORNTON,-37.255054,145.799038
3713,LAKE EILDON,-37.187831,145.981618
3714,TAGGERTY,-37.321513,145.711979
3715,WOODFIELD,-37.016398,145.793869
3717,YEA,-37.212247,145.42388
3718,MOLESWORTH,-37.127985,145.525714
3719,YARCK,-37.1095,145.610757
3720,BONNIE DOON,-37.023006,145.86227
3722,MIRIMBAH,-37.110291,146.39794
3723,WOODS POINT,-37.430754,146.101369
3724,MANSFIELD,-37.053108,146.076832
3725,STEWARTON,-36.415919,145.781043
3726,THOONA,-36.340096,146.077226
3727,YUNDOOL,-36.266356,145.798468
3728,YOUARANG,-36.170922,145.748141
3730,YARRAWONGA SOUTH,-36.084514,146.013678
3732,MYRRHEE,-36.73295,146.320538
3733,WHITFIELD,-36.749752,146.413426
3735,WHOROULY SOUTH,-36.592415,146.603849
3736,MYRTLEFORD,-36.455136,146.479489
3737,WONNANGATTA,-37.1217,146.852832
3738,OVENS,-36.606337,146.792102
3739,EUROBIN,-36.703255,146.84579
3740,POREPUNKAH,-36.700039,146.908542
3741,SMOKO,-36.83571,147.076347
3744,WANDILIGONG,-36.753565,146.982157
3746,ELDORADO,-36.30376,146.584447
3747,WOORAGEE,-36.290725,146.721409
3749,YACKANDANDAH,-36.31297,146.837903
3750,WOLLERT,-38.380955,144.811911
3751,WOODSTOCK,-37.692001,144.885657
3752,SOUTH MORANG,-37.653074,145.095043
3753,BEVERIDGE,-37.468668,144.996239
3754,MERNDA,-37.594769,145.101581
3755,YAN YEAN,-37.572602,145.144089
3756,WALLAN EAST,-37.419152,145.004297
3757,WHITTLESEA,-37.513714,145.115089
3758,WANDONG,-37.354959,145.026246
3759,PANTON HILL,-37.641394,145.240086
3760,SMITHS GULLY,-37.620131,145.287916
3763,MOUNT SLIDE,-37.542913,145.38485
3764,WILLOWMAVIN,-37.262384,144.908412
3765,MONTROSE,-37.805976,145.339514
3766,KALORAMA,-37.816839,145.367371
3767,MOUNT DANDENONG,-37.835062,145.357831
3770,YERING,-37.69492,145.373266
3775,YARRA GLEN,-37.658494,145.374347
3777,TOOLANGI,-37.555763,145.478234
3778,NARBETHONG,-37.563734,145.656392
3779,MARYSVILLE,-37.510449,145.74749
3781,NANGANA,-37.875796,145.528585
3782,MACCLESFIELD,-37.888403,145.487688
3783,GEMBROOK,-37.952497,145.550457
3785,TREMONT,-38.27059,144.491163
3786,FERNY CREEK,-37.881284,145.342274
3787,SASSAFRAS GULLY,-37.894848,145.335854
3788,OLINDA,-37.85984,145.363835
3789,SHERBROOKE,-37.883737,145.364031
3791,KALLISTA,-37.900585,145.410171
3792,THE PATCH,-37.887353,145.392574
3793,MONBULK,-37.867678,145.408664
3795,SILVAN,-37.844151,145.413447
3796,MOUNT EVELYN,-37.792515,145.375605
3797,YARRA JUNCTION,-37.781435,145.613406
3799,WESBURN,-37.774889,145.643922
3800,MONASH UNIVERSITY,-37.910545,145.134935
3802,ENDEAVOUR HILLS,-37.975281,145.254481
3803,HALLAM,-38.004302,145.269261
3804,NARRE WARREN NORTH,-37.981131,145.315271
3805,NARRE WARREN SOUTH,-38.050061,145.298191
3806,HARKAWAY,-38.000318,145.341643
3807,GUYS HILL,-38.016778,145.386086
3808,DEWHURST,-37.990595,145.424722
3809,OFFICER SOUTH,-38.111715,145.423528
3810,RYTHDALE,-38.150379,145.459534
3812,NAR NAR GOON NORTH,-38.0173,145.557382
3813,TYNONG NORTH,-38.058222,145.60884
3814,VERVALE,-38.131185,145.669793
3815,TONIMBUK,-38.005952,145.708661
3816,MODELLA,-38.187327,145.708991
3818,RIPPLEBROOK,-38.200072,145.772545
3820,WARRAGUL,-38.163058,145.93086
3821,WARRAGUL WEST,-38.164126,145.890104
3822,GAINSBOROUGH,-38.243576,145.96534
3823,YARRAGON SOUTH,-38.208264,146.076751
3824,TRAFALGAR SOUTH,-38.259301,146.229362
3825,YALLOURN NORTH,-38.163903,146.362001
3831,NEERIM SOUTH,-38.016643,145.954579
3832,NEERIM NORTH,-37.918904,146.004304
3833,VESPER,-37.864798,146.078864
3835,THORPDALE,-38.331875,146.118691
3840,MORWELL UPPER,-38.222371,146.397265
3842,CHURCHILL,-38.321315,146.417986
3844,WILLUNG SOUTH,-38.345677,146.720314
3847,WILLUNG,-38.249903,146.822327
3850,WURRUK,-38.105688,147.035114
3851,THE HONEYSUCKLES,-38.243608,147.130062
3852,EAST SALE RAAF,-38.106731,147.134356
